V1,COL_A01_02,COL_A03,COL_B05_06,COL_B07_08,COL_B09,COL_C10T12,COL_C13T15,COL_C16,COL_C17_18,COL_C19,COL_C20,COL_C21,COL_C22,COL_C23,COL_C24,COL_C25,COL_C26,COL_C27,COL_C28,COL_C29,COL_C30,COL_C31T33,COL_D,COL_E,COL_F,COL_G,COL_H49,COL_H50,COL_H51,COL_H52,COL_H53,COL_I,COL_J58T60,COL_J61,COL_J62_63,COL_K,COL_L,COL_M,COL_N,COL_O,COL_P,COL_Q,COL_R,COL_S,COL_T
COL_C20,762.269,2.6947,42.835,7.3203,1.7297,339.6646,207.1178,18.535,140.3834,437.3862,1378.9337,96.8207,754.5328,96.5325,21.0688,10.9901,3.3894,67.7699,9.445,2.8042,0.0321,44.7458,4.7042,29.7801,198.9628,17.8539,0.877,0.1584,1.9447,2.439,0.2287,22.0485,3.3293,2.5254,1.5369,2.7518,0.3633,51.1532,89.6034,0.3849,25.9232,274.7379,27.595,72.1621,0.0
COL_C21,34.2164,0.5122,0.6044,0.2533,0.0496,33.7724,5.6315,0.7105,2.9115,19.3422,69.927,199.5292,13.2699,2.3823,0.8115,0.3691,0.2015,1.7338,0.4213,0.0702,0.0012,2.0368,0.0625,0.9976,4.8785,0.9093,0.0611,0.0123,0.2409,0.1303,0.0335,2.1163,0.1058,0.1862,0.0986,0.2724,0.0207,0.0,4.8202,0.1015,4.3444,281.8036,3.9369,3.4284,0.0
COL_C22,22.8942,9.6801,30.7691,11.7868,0.0329,607.7029,93.7984,11.2687,107.1453,16.3989,214.781,38.9222,160.6839,12.0857,11.5157,13.143,1.2781,24.5675,12.1923,8.7696,0.0767,65.194,57.1387,45.8284,712.346,188.9177,312.9366,1.6083,32.9945,34.5397,0.7681,91.2214,1.9483,4.6211,1.7988,6.1756,0.6048,2.3588,3.1413,56.9019,13.6424,14.7258,15.9417,50.6467,0.0
COL_C23,15.5757,1.2109,5.5403,9.6005,0.0179,88.581,5.8974,2.1522,2.2338,7.0118,100.6046,19.8294,3.9621,1422.4942,43.7433,19.8117,0.8019,14.9233,3.8997,6.3126,0.0638,37.7732,22.1072,28.6249,6887.9911,45.2965,2.6529,0.1883,1.575,0.6538,0.2094,50.9362,0.5313,1.2609,0.3809,1.2559,0.224,66.6501,0.2261,1.4117,8.7655,3.3132,7.6931,18.775,0.0
COL_C24,2.7398,0.0,217.7736,6.3873,0.0,31.7872,2.2602,4.876,1.3902,0.0,13.8452,0.8765,6.3518,27.319,598.3714,284.751,6.847,236.4754,77.8618,5.2072,0.0459,209.064,0.0,0.078,1000.215,7.1793,14.9771,0.0431,3.1596,3.047,0.0174,29.7646,1.3243,2.385,0.7028,7.6042,0.1153,0.0,0.0,0.1646,7.9344,0.503,0.0873,0.5356,0.0
COL_C25,94.1821,2.6322,72.052,3.0249,0.0,87.1856,8.4533,9.5479,1.9556,5.0465,16.8207,2.0594,2.4124,9.9649,16.1831,27.7154,0.9719,21.51,16.9398,2.9735,0.0383,67.1683,0.7659,0.1535,873.5764,1.623,0.0,0.0117,0.816,0.8744,0.0053,11.0458,0.3957,1.2247,0.3533,6.1052,0.0263,12.0261,0.0,1.1271,2.9756,0.1799,0.0151,0.1885,0.0
COL_C26,0.0019,0.0012,0.3726,0.0203,0.0,0.1548,0.0302,0.0043,0.3725,0.0783,0.2438,0.0483,0.0267,0.0103,0.0039,0.005,0.1163,0.3251,0.1987,0.0185,0.0003,0.6162,0.0,0.099,0.3775,0.935,0.358,0.0013,0.058,0.1152,0.0104,0.6031,0.2418,1.6136,0.4819,0.1539,0.0329,0.1266,0.0,0.0549,0.5708,7.3404,0.2286,0.1673,0.0
COL_C27,2.9306,0.086,27.4581,1.0536,0.0,8.525,1.6065,0.213,0.912,4.2723,7.9956,1.099,1.7822,0.0,5.4511,4.448,2.3533,77.0558,26.9529,8.4304,0.0957,19.0092,140.9354,15.3343,490.9973,30.7975,18.4588,0.092,3.1568,6.1963,0.5671,43.9358,6.2862,34.028,6.5692,39.1681,2.6128,20.5646,15.3161,2.0816,0.0,135.8352,8.9916,25.5921,0.0
COL_C28,11.2525,1.5262,13.4102,2.8761,0.1553,70.2748,15.0762,2.5574,12.447,5.3579,23.9857,4.3218,18.2789,8.3612,2.7775,3.781,0.4864,8.2423,13.0756,2.0323,0.023,17.0529,8.4942,5.8698,173.5832,50.9833,40.5343,0.4656,4.7197,6.2071,0.4266,13.6528,1.3972,5.4142,1.7321,3.0513,0.4825,4.1544,0.575,8.7146,6.5904,12.0023,3.6798,7.5534,0.0
COL_C29,6.2647,0.0272,9.3601,1.9473,0.0,5.9949,1.1936,0.511,1.2613,2.4315,2.0693,0.2613,1.0995,4.2127,0.8794,0.5647,0.0229,0.5212,18.1092,143.5368,0.256,21.0463,0.6455,12.3032,24.6123,101.8142,33.7677,2.5694,15.7975,7.0677,5.157,7.4191,0.1853,4.4452,0.0,1.7118,0.8622,0.0,0.4531,79.3155,1.3813,1.0048,0.207,12.758,0.0
COL_C30,1.3443,0.0342,11.4589,1.1316,0.0,1.1896,0.5036,0.2919,0.3149,0.6974,0.5304,0.0578,0.1727,0.9262,0.0731,0.0673,0.0141,0.1493,10.5724,285.0122,9.041,99.2432,0.171,2.1969,10.1144,21.0705,12.1143,1.6869,37.6437,3.1807,1.2597,4.1909,0.647,1.3358,0.0,0.565,0.4882,0.0,0.1595,49.7883,0.8243,0.4398,0.0,7.7866,0.0
COL_C31T33,195.0695,5.4871,171.9309,33.5134,1.0912,164.1707,72.2669,11.6143,44.5727,55.3325,63.7175,13.7486,23.2648,68.3795,36.6221,14.2281,1.0415,13.965,17.7715,7.9989,438.2478,121.9373,140.995,37.2681,348.361,165.8121,149.2498,3.2926,62.267,31.7634,2.3448,69.4203,6.5788,64.0551,9.459,43.1811,19.7336,41.2606,48.2313,92.8593,52.7536,95.7768,50.4123,32.7839,0.0
COL_D,1120.1635,61.3688,3430.0665,285.3994,4.9867,871.6613,143.9881,18.9009,314.8177,96.3067,256.6855,11.6532,219.0262,371.5746,207.2132,52.7108,0.9079,20.9714,40.2299,1.4982,211.5957,80.1235,4349.9352,329.0617,20.8723,742.1476,107.3766,5.4994,9.4054,9.9869,7.8442,77.779,9.6052,10.5837,18.0862,183.6275,46.2029,25.9439,94.5877,450.2442,179.7214,84.6141,61.4633,51.6274,0.0
COL_E,40.1961,1.0015,66.9099,8.3536,4.5982,131.4148,40.6069,1.7837,196.0475,6.2177,27.6309,4.827,27.4012,12.4843,341.6529,56.3551,1.1052,20.7791,6.6383,1.1578,0.0221,5.9843,58.0945,113.2426,93.488,153.554,4.7601,1.561,14.3729,15.0312,2.4015,71.086,21.6859,73.3195,28.1908,61.0906,11.045,70.4498,7.3542,198.1237,114.8744,78.3184,33.0044,26.3164,0.0
COL_F,161.2706,1.2819,44.815,17.9614,1.9319,43.6897,8.8139,0.9487,2.4232,4.0133,81.1105,14.815,84.7481,17.8786,3.6574,1.1737,0.0611,0.956,1.3597,0.7507,0.1167,144.3655,556.0954,323.9894,12454.5445,390.1241,195.7683,0.2464,4.549,44.2185,4.8265,254.3891,0.4495,2.6017,0.5475,155.4902,1057.5491,195.4053,105.0187,1500.7207,548.261,98.8719,136.252,97.2307,0.0
COL_G,1029.9114,36.0511,294.9959,145.4957,15.014,2943.1905,620.9612,85.3419,304.1132,852.0172,846.7164,184.997,417.2553,226.3698,147.6712,62.7294,6.7808,109.9861,87.5605,212.2168,4.1566,257.4468,479.0563,134.2344,1365.5031,611.5451,1767.3274,54.937,148.0501,184.5518,28.9379,1277.5262,151.393,450.2604,142.1328,48.7219,33.3877,78.7119,107.787,647.2649,196.3894,436.1008,48.101,86.1976,0.0
COL_H49,471.5803,3.2584,2089.6454,92.7901,0.7784,824.4194,334.2618,26.5024,109.1888,118.9468,364.6401,40.8582,164.0955,555.5139,26.6021,12.9179,0.8543,17.5044,6.9484,9.7416,0.1819,66.855,93.8975,88.4799,487.6917,2221.6097,800.4554,0.7823,13.6046,37.7434,65.9579,404.6238,31.2253,67.4263,29.0267,219.5934,45.6974,158.2734,113.5808,64.8787,41.0755,96.118,44.6797,45.844,0.0
COL_H50,0.0624,0.0405,0.0167,0.0897,0.0004,2.9563,1.153,0.1023,0.49,0.0006,0.1518,0.0472,0.9239,0.7969,0.1145,0.0677,0.0072,0.107,0.3419,0.5348,0.0152,0.4612,0.0357,0.0402,2.239,0.0988,0.0858,0.0007,0.3321,0.0369,0.0038,0.0506,0.0027,0.0156,0.004,0.0016,0.0004,0.0154,0.0061,0.0024,0.2256,0.2697,0.005,0.0377,0.0
COL_H51,43.7014,0.6589,16.7021,11.7599,0.1699,63.5001,26.455,1.4498,13.7333,36.7138,67.9097,16.9295,17.0527,31.4181,6.0567,3.4166,0.3535,5.1804,3.1104,7.757,0.1879,9.5149,16.1091,10.4524,69.1263,434.0444,24.2376,3.9342,29.4722,20.5148,13.09,75.5069,5.2333,14.0132,6.8456,41.5019,8.1242,31.5435,24.7221,143.8774,65.1704,28.1006,9.894,9.2022,0.0
COL_H52,65.4526,0.2121,208.5678,120.6652,0.0264,24.0407,5.082,1.8546,4.066,4.9069,69.0171,10.8778,21.0849,13.3713,5.2114,2.02,0.0663,1.5842,0.805,8.72,0.1127,7.1831,6.7628,5.9141,66.0554,1199.4413,1086.1209,7.2704,413.8154,443.8387,46.3458,28.7645,4.1365,3.6869,0.1619,13.4409,1.3922,163.711,11.4568,28.4803,0.963,7.852,13.9801,18.4076,0.0
COL_H53,5.5979,0.0563,0.3722,0.1581,0.0,9.7137,3.7429,0.5068,3.0958,1.0039,7.8542,1.9364,7.2151,3.4571,1.0024,0.5975,0.0592,1.0263,0.8033,0.0625,0.0492,2.2853,14.1642,3.6885,7.5396,99.1126,20.8756,0.0215,9.6851,51.6368,34.5306,43.8796,11.4642,60.5244,10.4614,16.9545,7.0747,60.0221,104.6391,8.7643,0.8033,16.1162,6.6002,7.2111,0.0
COL_I,1.7495,0.4021,17.7937,7.8489,0.6796,26.7032,14.8288,2.1733,7.7547,14.9957,12.7171,3.463,4.5294,8.7521,2.4686,1.8887,0.1767,1.8144,2.1285,0.3892,0.0063,9.8768,11.3333,1.5509,14.1834,182.4268,22.6063,0.981,73.3975,7.5106,4.8043,49.5065,14.4381,34.3149,15.7709,110.3133,7.6476,81.0451,77.9307,167.2405,66.275,35.0511,67.2201,66.9881,0.0
COL_J58T60,27.216,0.0376,10.6523,15.0244,0.14,297.4896,38.2118,3.1495,19.6609,17.8893,46.132,12.5396,2.6844,35.596,0.6271,0.5299,0.1676,3.1344,7.8511,1.1106,2.0852,4.3807,17.1309,3.7331,5.2913,185.35,55.0312,0.0326,6.1483,25.2313,2.4838,19.4734,22.8002,14.4468,3.552,0.4096,4.8743,89.4068,0.0259,117.8491,13.9849,28.1544,13.0391,5.4849,0.0
COL_J61,22.0478,0.3101,14.9414,2.1524,0.0,47.0055,20.051,7.4689,12.2569,0.4383,25.6255,5.7918,6.0506,9.3694,2.3112,2.068,0.2479,2.739,4.2113,0.4146,0.0066,15.6186,71.127,7.223,104.5605,983.1954,25.0127,3.0018,11.7683,19.3508,4.9995,138.0382,71.8465,1402.3369,86.2043,18.6673,24.7532,184.755,111.428,143.8505,26.1824,90.9439,47.5275,45.9042,0.0
COL_J62_63,9.2382,0.1136,9.4424,1.4101,0.0,22.0657,12.7534,3.6236,8.2516,0.2942,20.1352,4.6352,3.4785,5.9405,1.7621,1.1426,0.2022,2.0618,2.6271,0.3546,0.0054,9.1955,60.3144,4.6058,48.0482,566.7755,14.924,1.6659,10.1442,12.4901,2.4372,41.0135,87.3037,484.4159,469.1526,16.0316,12.2979,153.1323,75.1214,96.9023,16.4559,53.7493,31.3951,23.3619,0.0
COL_K,264.6181,4.783,231.2039,20.643,2.1514,547.0284,139.1063,11.2963,121.2974,98.0039,187.2803,32.3229,85.0297,138.3432,48.4812,25.8645,3.0361,42.2281,20.5374,12.1024,0.2394,52.8214,238.5802,43.6119,1355.0685,1172.8269,474.01,16.1992,54.9778,129.2087,35.2005,168.2817,37.2768,183.9742,56.87,4714.8973,568.0105,284.7103,211.7823,897.8954,189.7158,231.0347,76.0717,84.7358,0.0
COL_L,9.712,0.9829,61.6292,1.9601,0.0,44.985,222.3649,0.7339,19.6511,8.0967,27.3772,6.3518,30.1972,106.5526,16.9035,14.9754,0.1234,1.6483,5.6927,1.7595,0.0275,31.3722,58.2767,111.6756,69.6833,1814.4658,21.1188,0.8326,12.7577,236.1722,17.6178,1079.7363,45.3687,214.9034,61.1507,738.9715,107.1064,207.598,604.9424,188.8178,439.754,80.9347,128.0954,133.903,0.0
COL_M,127.3797,0.0,159.6005,25.3533,5.4941,64.1567,97.8113,1.9587,20.9415,26.2276,91.9646,23.5768,36.1152,27.0569,41.3963,28.9083,1.0976,10.724,11.96,3.4735,0.0442,32.181,359.828,364.0077,374.5206,882.6304,177.1826,8.5266,20.19,139.7637,21.4892,240.8143,143.057,589.5552,198.9882,924.1623,295.2647,1485.9863,533.5043,3116.4011,1821.2314,367.9894,136.5822,112.045,0.0
COL_N,71.5909,2.4375,456.6695,65.2273,8.9102,524.1969,330.9187,20.3269,241.5138,66.0369,224.9598,63.7133,70.3786,60.0427,24.3904,18.0612,1.8455,24.4557,20.7529,6.2554,0.0915,53.9122,155.1125,133.3185,184.5946,1778.9322,31.3103,11.6704,71.7392,283.5964,29.705,427.7234,257.4452,1063.0237,384.5003,789.6411,609.9001,868.6927,792.4424,1892.241,361.9832,592.0663,154.5697,96.8835,0.0
COL_O,12.9359,0.5585,44.5785,18.1844,0.4367,26.9842,9.7791,0.5581,5.6656,2.0901,19.9022,3.6178,9.2953,4.2871,4.8197,2.2032,0.1107,1.5617,1.0541,1.6089,0.2585,5.9516,20.3592,10.045,45.2642,208.0224,149.3254,1.3478,56.6505,63.4077,6.7159,21.3957,7.5964,30.9325,10.6324,47.9112,5.9066,58.9765,15.4165,52.0935,47.5257,16.023,10.2368,10.5351,0.0
COL_P,0.4299,0.0664,2.6555,3.6317,0.0029,9.2029,3.2457,0.152,1.1086,3.5628,1.5219,0.7306,0.9044,1.5596,1.5353,0.5066,0.0175,0.2548,0.2953,0.1247,0.2479,2.6912,14.1089,9.381,12.5679,15.1324,3.6309,0.025,3.8623,6.7407,1.3885,5.2188,0.6728,3.4003,3.2811,31.8856,11.6986,12.122,0.7161,151.2671,150.9843,51.3616,1.613,1.4321,0.0
COL_Q,33.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2518,0.0,0.0,0.5528,0.0,0.0,0.0,6.5162,9.1776,6028.3255,7.926,9.1252,0.0
COL_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977,0.0,31.6564,8.5578,0.0,0.0,1.9468,0.9863,0.0821,1.3499,0.0,0.8918,0.4966,3.5862,0.0,0.0,0.0,73.1605,0.0,0.0,0.0,0.0,4.944,104.7705,32.9662,24.6656,10.2085,9.5997,7.2265,0.0,0.0,96.7067,16.6386,24.6476,273.0825,26.7556,0.0
COL_S,9.3111,0.4081,15.0944,4.9514,0.6019,18.8559,5.3287,0.181,18.4772,5.4835,25.1265,5.7515,1.053,10.549,4.1888,2.4522,0.1185,1.4441,11.5074,0.922,0.4739,7.1557,5.8506,4.4635,16.2375,54.3375,75.8149,2.3853,3.0252,8.3432,6.1863,17.4023,4.506,58.205,10.0476,39.2695,3.0819,31.7426,23.1781,44.4606,5.6979,27.496,91.0354,251.3452,0.0
COL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
