V1,RUS_A01_02,RUS_A03,RUS_B05_06,RUS_B07_08,RUS_B09,RUS_C10T12,RUS_C13T15,RUS_C16,RUS_C17_18,RUS_C19,RUS_C20,RUS_C21,RUS_C22,RUS_C23,RUS_C24,RUS_C25,RUS_C26,RUS_C27,RUS_C28,RUS_C29,RUS_C30,RUS_C31T33,RUS_D,RUS_E,RUS_F,RUS_G,RUS_H49,RUS_H50,RUS_H51,RUS_H52,RUS_H53,RUS_I,RUS_J58T60,RUS_J61,RUS_J62_63,RUS_K,RUS_L,RUS_M,RUS_N,RUS_O,RUS_P,RUS_Q,RUS_R,RUS_S,RUS_T
RUS_C29,52.3182,0.8896,12.4804,5.4382,46.8766,18.4867,1.8636,3.608,5.7503,6.0937,5.2545,0.4168,9.7556,9.7766,58.4557,23.4189,10.1865,12.7786,30.8976,2385.8008,9.1459,18.5205,29.0976,20.5769,89.6172,404.8212,186.8001,0.8922,2.075,81.7221,7.749,2.5984,1.5668,3.8068,0.9167,6.7289,14.186,19.4463,18.9989,37.9878,6.4571,6.7518,2.1918,7.0921,0.0
RUS_C30,2.9196,16.2484,23.108,42.9681,63.1996,13.46,0.0139,0.4448,2.3121,0.5391,11.9864,0.0872,2.1417,8.7317,73.6127,6.9882,29.1568,1.5479,6.0915,4.4797,955.9398,102.4576,356.8132,1.0355,114.4916,61.7138,1869.914,48.4755,432.3225,702.1882,1.0286,0.0942,4.5377,0.1112,0.0,0.0,2.8759,563.7283,84.4867,1570.9438,15.9359,0.8601,4.8286,1.6805,0.0
RUS_C31T33,509.6926,69.5796,392.2119,39.363,811.7351,360.0461,35.0039,36.0038,122.0505,81.7153,254.2774,9.8535,42.5959,92.7397,541.6121,168.5484,50.2997,29.2087,176.451,122.7716,129.1799,467.471,596.3281,120.6613,662.3369,527.9618,619.3004,7.1241,22.0685,420.8403,70.1161,58.7075,159.8887,182.9516,32.2546,114.3454,510.9124,229.4801,130.8035,280.0728,95.6834,278.8034,104.2203,118.9413,0.0
RUS_D,2216.1299,44.7166,3143.2165,429.8831,8564.0827,2696.1168,315.0998,355.7378,971.5215,1330.1226,2935.9134,86.6014,604.9706,2389.0592,9408.0759,1114.9712,422.984,287.153,601.1461,586.7453,497.4244,419.2542,42502.3084,1966.115,1402.6034,3118.7077,7561.8999,21.8087,63.6221,822.7087,161.9905,981.2638,135.1392,530.4839,75.4711,386.1074,5095.96,917.7025,362.6228,3419.735,4053.4102,1596.7069,672.1875,503.7966,0.0
RUS_E,121.1443,2.7449,63.7018,6.2703,252.9319,227.242,16.6984,12.9596,109.276,65.7025,88.2183,10.7454,40.921,118.2405,2967.1687,372.122,49.535,50.3975,59.766,132.9012,72.6048,25.9784,731.6954,843.846,194.9563,341.9827,271.5626,4.2231,25.1224,65.196,13.7671,89.6652,6.5657,30.8003,4.2903,17.5472,1099.3201,164.0769,64.2326,1751.808,431.5802,323.5452,113.0083,64.4625,0.0
RUS_F,477.6327,18.0512,1150.1655,102.7192,1028.7907,518.3528,37.8018,47.813,88.0714,498.5724,329.231,33.5163,77.6569,370.3884,1119.5932,346.6161,233.507,168.6095,198.4113,113.0988,191.152,160.4305,1290.7607,607.9744,6254.3468,1063.2426,3666.8673,27.5299,60.5202,605.4743,172.4294,232.3639,66.431,329.818,80.1965,102.8904,6272.2382,806.5222,262.2287,8692.5434,2825.3642,1484.4268,855.5951,167.5349,0.0
RUS_G,6356.797,319.9345,2216.9306,207.4008,3430.8903,16559.028,1438.665,964.7555,1377.5352,17956.716,2693.2837,674.3653,1599.9349,1845.7277,5706.5727,2525.5775,1646.4249,1057.5653,1330.061,3703.559,825.3824,1759.5656,10620.791,842.5117,11243.6659,8248.6742,4493.3231,155.2353,955.754,2286.4966,207.0714,2317.001,591.2605,591.9075,310.1921,726.1012,2013.0069,2229.9285,829.8546,4465.3009,1007.8721,2324.2182,364.0941,716.5826,0.0
RUS_H49,1719.6539,30.1421,5362.2652,287.9801,5493.5831,2787.5349,120.9699,317.7064,434.4099,4888.6226,1454.9981,51.8558,356.2636,1483.5106,4577.5351,1081.8349,481.6441,282.2782,575.991,1040.5918,240.1335,519.2079,3345.1638,545.943,5211.4327,20051.9919,5730.2954,54.2519,276.3509,7183.0552,266.7117,173.0784,171.451,222.0816,103.5359,332.3017,413.4567,812.5112,373.2801,1924.0939,264.8423,343.1035,132.9797,270.4553,0.0
RUS_H50,67.2296,66.7603,71.9283,13.8559,65.2727,103.2049,9.4217,30.136,25.3399,81.3612,48.5965,5.0774,16.5397,56.0017,109.3773,30.5293,26.281,11.5557,21.0476,40.4193,15.3459,26.6322,62.5033,10.0922,236.2905,136.9296,53.3495,25.7933,16.3566,77.114,2.4402,7.1393,2.6254,6.6362,3.4382,3.1238,30.2747,37.185,7.922,37.7999,5.7852,16.2206,2.0432,6.9601,0.0
RUS_H51,72.7138,6.7777,146.5039,7.9533,498.3639,147.5566,16.9038,9.0444,18.6612,116.0928,41.7283,13.34,26.3211,31.5496,162.8531,51.8135,55.1616,22.486,40.1341,70.4106,30.947,66.5256,115.4354,13.5972,277.2291,405.8319,190.3448,8.2564,198.0304,239.4506,104.8589,24.8259,13.2745,31.8548,27.3257,63.4729,33.0273,132.8583,533.7979,1207.034,73.3336,113.4239,60.3176,44.3426,0.0
RUS_H52,815.668,32.3465,1103.6876,172.6409,1394.3446,1060.0053,38.7081,118.733,171.5635,2773.35,889.8034,27.6946,81.4047,534.6642,1424.3576,281.8039,107.0089,76.5395,165.4849,283.8128,72.3108,521.8816,356.4985,158.9859,1006.3642,6582.6993,3089.0143,494.1885,3243.4819,4329.8506,83.7719,41.7654,46.0084,61.4107,26.8507,14.1162,140.2549,150.2004,195.6596,3502.9469,42.8626,66.5161,29.1775,28.4487,0.0
RUS_H53,39.1927,1.4746,5.7342,1.4071,11.6884,52.7848,5.0007,2.0393,7.3549,6.117,10.4368,3.9723,6.6804,7.6377,13.1745,13.535,13.5031,5.9657,11.4125,10.3842,3.2148,11.2967,56.5168,10.5296,42.5967,325.1041,26.8332,1.2798,4.1538,54.6422,225.887,13.0341,74.86,71.2314,47.6986,116.6096,26.8387,87.4803,30.4476,608.0528,36.8654,34.0384,11.2747,71.9446,0.0
RUS_I,20.5561,1.2692,62.1556,3.3049,175.6465,86.234,4.3551,3.8155,9.6905,20.905,21.4886,5.6053,8.7692,15.2284,41.9933,32.3151,29.4487,13.6295,32.6999,18.0726,16.7665,39.3542,65.4325,6.9614,202.3458,193.4113,157.8651,1.9279,87.3042,39.1629,7.0143,49.5866,25.2225,30.1343,28.7337,143.0415,34.6175,197.8129,335.482,934.0593,435.8371,195.5288,147.5555,225.7343,0.0
RUS_J58T60,19.2803,2.0457,22.7297,3.18,45.951,332.2281,11.8467,4.3344,21.7032,34.1848,40.1441,16.0831,16.6327,15.3737,37.0454,27.4479,12.0879,8.0538,14.8314,19.4097,7.5731,16.1716,36.0767,13.2491,83.9134,962.7634,85.06,1.6117,14.8321,32.9929,14.347,69.9473,680.1012,131.9249,37.5313,214.7358,91.7233,1919.2352,93.5272,312.9339,196.6867,85.0195,94.8688,149.1005,0.0
RUS_J61,60.901,5.9672,48.4303,3.5733,126.6883,105.4949,11.7443,7.751,26.9438,20.2132,26.8692,6.3705,18.6684,22.8487,54.0671,39.841,33.385,14.78,30.7671,11.7462,10.0025,27.14,145.743,32.6288,153.9219,568.8128,522.3787,4.9277,86.4721,101.8518,81.1979,59.7082,648.1688,7284.8648,326.2742,531.4984,178.9331,248.0434,101.0823,1198.4039,271.2681,101.4609,45.9167,90.5989,0.0
RUS_J62_63,47.9958,3.6609,165.2666,7.097,312.2724,245.1305,8.7447,5.5927,27.5677,177.2308,42.2933,10.6304,19.6217,25.6588,144.4889,50.9434,162.417,19.4347,43.8364,41.3921,17.5137,58.2468,245.0993,36.5055,153.9334,701.7781,146.791,2.6274,34.0137,143.0092,57.6368,46.4247,103.2796,504.7785,1430.2159,1245.9192,378.0024,635.4039,111.628,2630.2724,461.4432,186.8641,107.8965,150.3588,0.0
RUS_K,2464.8779,92.2554,824.1173,99.4261,1889.3003,2507.1053,193.7014,177.5309,314.0564,1068.5238,672.9855,101.1356,339.6982,513.9874,2072.4112,888.9096,325.2924,323.3369,386.6114,660.5007,224.4527,376.1743,1597.842,437.3465,3196.4538,3677.0309,2140.1558,27.8173,267.1367,1082.0049,129.6686,838.0859,227.1127,327.83,259.8353,6598.4038,1432.7052,992.6188,661.4876,2405.7843,160.0904,178.345,160.5573,451.7862,0.0
RUS_L,207.0463,31.8091,1938.7515,13.0568,4432.7131,934.671,195.6707,85.7193,256.72,178.646,204.9837,56.3622,225.0814,235.5777,378.7634,588.2346,202.0817,110.7113,281.7562,130.4653,71.4003,611.1356,844.2419,281.3536,974.9091,14072.7929,7557.1102,53.5291,180.1041,2087.587,84.133,2060.1916,476.1818,1216.9923,691.088,2586.3311,10312.0795,978.1157,1388.5624,1805.7922,757.6471,523.9235,572.3806,1287.967,0.0
RUS_M,459.8655,19.8379,1225.0719,64.5691,1642.3061,4094.6603,75.792,37.0624,139.0235,488.3309,568.6557,271.1496,221.7422,288.3941,956.7269,350.1686,830.0395,160.4258,310.8734,404.8064,277.138,296.8586,786.1076,237.4206,1509.978,6343.8496,704.1061,10.7863,120.887,463.441,151.1575,730.263,747.1105,1121.6074,602.388,1475.1917,1795.7712,5196.6167,686.3858,2851.1759,553.7696,382.4255,297.3748,326.9663,0.0
RUS_N,462.1996,69.9194,406.8031,74.6977,3783.6811,1255.7744,134.2402,85.5897,204.403,427.7791,308.6389,70.7589,230.8841,290.9229,682.2097,419.1082,113.7787,95.3421,152.5258,304.7045,122.2203,244.0382,804.7626,364.3195,2046.2028,2849.899,3790.2529,71.2533,945.2058,1403.1739,99.5427,471.474,308.0882,810.5322,161.6878,824.122,1157.9976,1390.8218,1139.3614,1491.5363,572.603,302.7419,457.2725,221.6119,0.0
RUS_O,84.5968,18.1954,152.2003,14.4058,120.4053,273.0248,28.0615,23.3788,55.3312,308.0768,65.4084,27.7862,53.4473,70.5652,174.4849,110.2295,68.1267,28.5422,62.4459,115.9829,71.2189,48.3159,129.1382,62.791,871.7712,1419.9651,365.0823,11.8293,165.4654,178.7338,35.8219,120.6323,140.9362,500.1905,102.5068,480.2689,403.8475,563.4194,529.1835,597.6308,89.6808,91.914,77.7131,40.8087,0.0
RUS_P,11.7998,0.8081,27.5809,2.8689,113.3187,30.2301,1.7279,2.1694,7.1078,7.2255,12.7802,2.8225,3.8483,8.639,36.8863,18.0276,9.6783,6.6104,19.8414,9.527,8.9007,15.4973,54.163,10.2144,63.7232,76.61,106.2286,2.1105,25.8042,29.2669,5.8702,7.628,4.6494,61.382,20.5267,46.3667,16.501,70.5513,36.8585,474.6657,1171.6313,113.0781,28.3944,87.4848,0.0
RUS_Q,6.9174,10.4067,12.7362,2.5943,30.1814,16.8462,1.0526,0.8323,1.8508,5.9375,6.409,1.9901,1.7647,3.9658,28.9299,5.2698,3.4254,1.8605,4.8652,2.8464,3.5522,3.8551,24.2089,6.3202,16.4695,22.1243,82.1123,0.7531,7.9177,18.8179,4.0498,11.6893,7.0322,4.2015,1.9724,15.6424,17.2419,27.7498,15.6232,511.4582,116.685,266.1755,12.462,47.9136,0.0
RUS_R,0.3552,0.0212,0.9131,0.0759,4.926,15.285,0.4544,0.0972,3.2379,1.8797,1.8633,0.9107,0.3771,0.4761,1.7016,0.526,0.875,0.453,0.3486,3.5257,0.4187,0.4507,1.3171,0.1504,2.8669,36.2196,9.5427,0.0173,0.2328,2.0218,0.6316,4.564,281.9747,3.7779,0.6577,12.194,3.8381,23.0037,2.4184,187.1096,109.4535,32.7282,397.5764,303.8203,0.0
RUS_S,16.0441,1.014,11.173,1.1239,23.5006,28.3878,2.0485,2.0763,3.5231,8.6266,5.2031,2.0595,2.5185,5.4832,23.1094,6.584,3.058,1.9561,4.2918,5.0527,5.8401,5.6897,13.4459,7.8868,55.7435,60.4001,27.7721,0.6589,3.4228,10.2672,0.948,36.5307,5.4161,3.4117,2.3468,9.1845,52.1088,29.4367,13.7579,73.0147,44.3978,92.3583,30.3434,37.9038,0.0
RUS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
